ID,Age,Gender,Race,City,State,Latitude,Longitude,Cause_of_Death,Mental_Illness,Year
23144,23,Male,African-American/Black,Baton Rouge,LA,30.4675624,-91.0029748,Vehicle,No,2017
23145,22,Female,European-American/White,Widener,AR,35.0698122,-90.6797754,Vehicle,No,2017
23146,17,Female,Hispanic/Latino,Houston,TX,30.0086275,-95.4653147,Gunshot,No,2017
23147,16,Male,Hispanic/Latino,Miami,FL,25.704776,-80.429935,Gunshot,No,2017
23148,57,Male,Race unspecified,Rochester,MA,41.7776421,-70.9067951,Gunshot,Unknown,2017
23149,31,Male,African-American/Black,Bronx,NY,40.8871668,-73.8344591,Gunshot,Unknown,2017
23150,38,Male,African-American/Black,Columbia,SC,34.0249601,-81.0075794,Gunshot,No,2017
23151,42,Male,European-American/White,Los Angeles,CA,34.0494395,-118.2468368,Gunshot,Unknown,2017
23152,37,Male,Hispanic/Latino,Mesa,AZ,33.4364871,-111.8721756,Gunshot,No,2017
23153,74,Male,Hispanic/Latino,Silver Spring,MD,39.0440971,-77.0630336,Vehicle,No,2017
23154,29,Male,Hispanic/Latino,Charlotte,NC,35.2791749,-80.7876427,Gunshot,Unknown,2017
23155,41,Male,African-American/Black,Sacramento,CA,38.5276521,-121.4714892,Gunshot,No,2017
23156,29,Male,European-American/White,Mason City,IA,43.1545084,-93.2059311,Vehicle,No,2017
23157,28,Female,European-American/White,Mason City,IA,43.1545084,-93.2059311,Vehicle,No,2017
23158,50,Male,European-American/White,Monett,MO,36.9219436,-93.9275936,Gunshot,Drug or alcohol use,2017
23159,45,Male,European-American/White,Amarillo,TX,35.2223855,-101.8817643,Gunshot,No,2017
23160,26,Male,African-American/Black,Arcata,CA,40.869029,-124.0867907,Gunshot,No,2017
23161,55,Male,African-American/Black,Raleigh,NC,35.8346662,-78.602245,Vehicle,No,2017
23162,43,Male,Race unspecified,Bridgeton,NJ,39.4374436,-75.2522831,Gunshot,No,2017
23163,45,Female,European-American/White,Bridgeton,NJ,39.4374436,-75.2522831,Gunshot,No,2017
23164,16,Male,Race unspecified,Pike Road,AL,32.3143322,-86.0467999,Vehicle,No,2017
23165,38,Male,European-American/White,Grenada,MS,33.8609661,-89.8400503,Gunshot,No,2017
23166,76,Male,European-American/White,Huntersville,NC,35.4070052,-80.8605018,Gunshot,Unknown,2017
23167,32,Male,European-American/White,Plano,TX,33.0565041,-96.7276013,Gunshot,No,2017
23168,22,Male,Hispanic/Latino,Youngtown,AZ,33.5995632,-112.301706,Gunshot,No,2017
23169,19,Male,Hispanic/Latino,Chicago,IL,41.9187502,-87.7560007,Gunshot,Unknown,2017
23170,58,Male,Hispanic/Latino,Tacoma,WA,47.2062078,-122.4790988,Gunshot,Yes,2017
23171,48,Male,European-American/White,Hixson,TN,35.187,-85.192789,Gunshot,No,2017
23172,40,Male,Hispanic/Latino,West Valinda,CA,34.0627452,-117.9770214,Gunshot,Drug or alcohol use,2017
23173,25,Male,Native American/Alaskan,Great Falls,MT,47.5146248,-111.253487,Gunshot,No,2017
23174,49,Male,European-American/White,Mohrsville,PA,40.483437,-76.003642,Vehicle,No,2017
23175,32,Male,Race unspecified,Ritzville,WA,47.1250998,-118.3795897,Vehicle,No,2017
23176,45,Male,Race unspecified,Wayland,MI,42.723064,-85.6708272,Vehicle,Unknown,2017
23177,54,Male,European-American/White,Gastonia,NC,35.2017196,-81.210176,Vehicle,No,2017
23178,31,Male,Hispanic/Latino,Quartzsite,AZ,33.6590693,-114.2410553,Gunshot,No,2017
23179,50,Male,European-American/White,Frametown,WV,38.660057,-80.9325021,Gunshot,Unknown,2017
23180,17,Male,Race unspecified,Maple Heights,OH,41.4169803,-81.572025,Vehicle,No,2017
23181,21,Male,Race unspecified,Ontario,OH,40.7711341,-82.5865493,Vehicle,No,2017
23183,48,Male,European-American/White,Hallandale Beach,FL,25.9926362,-80.1425432,Gunshot,Unknown,2017
23184,56,Male,European-American/White,Myrtle Beach,SC,33.6852692,-78.8924179,Gunshot,No,2017
23185,32,Male,Hispanic/Latino,San Jose,CA,37.3904627,-121.842445,Gunshot,No,2017
23186,15,Male,Hispanic/Latino,Haymarket,VA,38.8096213,-77.66202,Gunshot,Unknown,2017
23189,21,Transgender,European-American/White,Atlanta,GA,33.7798212,-84.4053428,Gunshot,Unknown,2017
23190,38,Male,European-American/White,Evansville,IN,37.9629283,-87.5569139,Vehicle,No,2017
23191,21,Male,African-American/Black,West Milford,WV,39.1993786,-80.4042354,Gunshot,No,2017
23192,37,Male,European-American/White,Oak Harbor,WA,48.3737904,-122.6361085,Gunshot,Yes,2017
23193,40,Male,Hispanic/Latino,Los Angeles,CA,34.0558168,-118.2153662,Gunshot,Unknown,2017
23194,31,Male,European-American/White,Piedmont,AL,33.9154233,-85.5567222,Gunshot,Unknown,2017
23195,67,Male,European-American/White,Pinehurst,ID,47.5409453,-116.2376905,Gunshot,Yes,2017
23196,27,Male,European-American/White,Chula Vista,CA,32.6328348,-117.0515162,Gunshot,No,2017
23197,55,Male,European-American/White,Independence,VA,36.6236453,-81.1422705,Gunshot,No,2017
23198,25,Male,European-American/White,Monroe,NC,34.9857831,-80.5288494,Gunshot,No,2017
23199,34,Male,European-American/White,St. Paul,MN,44.9447559,-93.088293,Gunshot,Drug or alcohol use,2017
23200,55,Male,European-American/White,La Porte,TX,29.6698543,-95.070926,Gunshot,Unknown,2017
23201,53,Male,European-American/White,Bernice,LA,32.8084297,-92.5009668,Gunshot,Unknown,2017
23202,26,Male,European-American/White,Spirit Lake,IA,43.4286118,-95.0991251,Vehicle,No,2017
23203,35,Male,Hispanic/Latino,Oklahoma City,OK,35.4081794,-97.5079063,Gunshot,No,2017
23204,25,Male,African-American/Black,Peoria,IL,40.7241093,-89.6359126,Gunshot,No,2017
23205,31,Male,African-American/Black,Huntsville,AL,34.8047741,-86.6137009,Gunshot,No,2017
23206,21,Male,African-American/Black,Cincinnati,OH,39.1985,-84.480913,Vehicle,No,2017
23207,35,Male,African-American/Black,Cincinnati,OH,39.1985,-84.480913,Vehicle,No,2017
23208,36,Male,African-American/Black,Cincinnati,OH,39.1985,-84.480913,Vehicle,No,2017
23209,23,Female,European-American/White,Joplin,MO,37.1002882,-94.5483263,Gunshot,Unknown,2017
23210,25,Male,European-American/White,Littleton,CO,39.5687332,-105.1100776,Gunshot,No,2017
23211,58,Male,European-American/White,Lane,OK,34.2141086,-95.9881882,Gunshot,No,2017
23212,40,Male,European-American/White,Tacoma,WA,47.1858402,-122.4023118,Gunshot,Yes,2017
23213,38,Male,Hispanic/Latino,Rockwall,TX,32.9272406,-96.462862,Gunshot,No,2017
23214,27,Male,European-American/White,Huntington Beach,CA,33.729946,-118.0236691,Gunshot,No,2017
23215,26,Male,European-American/White,Oceanside,CA,33.1791764,-117.2983426,Gunshot,No,2017
23216,42,Male,European-American/White,Commerce City,CO,39.8566045,-104.9107331,Gunshot,No,2017
23217,28,Male,European-American/White,Mesa,AZ,33.3945257,-111.6150311,Gunshot,Unknown,2017
23218,44,Male,European-American/White,Brooksville,FL,28.54553,-82.4007004,Gunshot,No,2017
23219,49,Male,European-American/White,Syracuse,NY,43.0362884,-76.1571145,Vehicle,No,2017
23220,22,Male,European-American/White,Syracuse,NY,43.0362884,-76.1571145,Vehicle,No,2017
23221,60,Female,European-American/White,Long Branch,NJ,40.3051849,-73.98096,Vehicle,No,2017
23222,60,Male,European-American/White,Glendale,AZ,33.5380013,-112.2204499,Vehicle,Drug or alcohol use,2017
23223,22,Male,African-American/Black,Maumelle,AR,34.8834583,-92.3919606,Vehicle,No,2017
23224,40,Male,European-American/White,Hattiesburg,MS,31.3458232,-89.3300767,Gunshot,Unknown,2017
23225,36,Male,Race unspecified,Inwood,NY,40.6179052,-73.7462991,Tasered,Drug or alcohol use,2017
23226,18,Male,Race unspecified,Prince Frederick,MD,38.5187123,-76.5712057,Vehicle,No,2017
23227,46,Male,African-American/Black,San Francisco,CA,37.7961982,-122.4125689,Gunshot,No,2017
23228,24,Male,European-American/White,New Castle,IN,39.9156819,-85.371572,Gunshot,No,2017
23229,30,Male,European-American/White,Colorado Springs,CO,38.9257362,-104.7938278,Vehicle,No,2017
23230,32,Male,African-American/Black,Palmetto,FL,27.5355054,-82.5646473,Gunshot,No,2017
23231,31,Male,European-American/White,Las Vegas,NV,36.1597282,-115.1676657,Gunshot,Drug or alcohol use,2017
23232,88,Male,European-American/White,Fargo,OK,36.373217,-99.675606,Burned/Smoke inhalation,Unknown,2017
23233,24,Male,Race unspecified,Brookfield,WI,43.0365832,-88.1270034,Vehicle,No,2017
23234,32,Male,Hispanic/Latino,Pueblo,CO,38.2808699,-104.5714022,Gunshot,Yes,2017
23236,39,Male,Race unspecified,Chicago,IL,41.735702,-87.66914,Vehicle,No,2017
23237,39,Male,Race unspecified,Rolla,MO,37.9413795,-91.7975583,Vehicle,Unknown,2017
23238,50,Male,European-American/White,Coolin,ID,48.469366,-116.832231,Gunshot,No,2017
23239,31,Male,European-American/White,Eugene,OR,44.0933345,-123.1244972,Gunshot,No,2017
23240,50,Male,European-American/White,Fairview,TN,35.9927607,-87.0946852,Gunshot,No,2017
23241,18,Male,European-American/White,Orange Park,FL,30.1615154,-81.8359286,Gunshot,No,2017
23242,45,Male,African-American/Black,Berkeley,CA,37.8659315,-122.3031366,Gunshot,No,2017
23243,30,Male,African-American/Black,Plainfield,NJ,40.6200007,-74.4023376,Vehicle,No,2017
23244,44,Male,European-American/White,Masaryktown,FL,28.440278,-82.477622,Gunshot,No,2017
23245,48,Male,European-American/White,Griffin,GA,33.318552,-84.2952476,Gunshot,Yes,2017
23246,45,Male,African-American/Black,Oakland,CA,37.7765789,-122.2133357,Tasered,Unknown,2017
23247,30,Male,African-American/Black,Topeka,KS,39.0516183,-95.6550341,Gunshot,No,2017
23248,40,Male,Race unspecified,Temple,TX,31.0801812,-97.3283515,Beaten/Bludgeoned with instrument,Drug or alcohol use,2017
23249,23,Male,African-American/Black,Las Vegas,NV,36.175192,-115.2236921,Gunshot,Yes,2017
23250,68,Female,European-American/White,Placitas,NM,35.3158643,-106.5160257,Vehicle,No,2017
23251,39,Male,European-American/White,Salt Lake City,UT,40.7627465,-111.8770851,Gunshot,Unknown,2017
23252,24,Male,European-American/White,Madison,IN,38.785592,-85.383466,Gunshot,No,2017
23253,26,Male,African-American/Black,Tallulah,LA,32.398222,-91.209901,Vehicle,No,2017
23254,28,Male,African-American/Black,Palatka,FL,29.6476975,-81.6690502,Gunshot,No,2017
23255,40,Male,African-American/Black,Greensboro,NC,36.1299981,-79.8541174,Vehicle,No,2017
23256,42,Male,African-American/Black,Greensboro,NC,36.1299981,-79.8541174,Vehicle,No,2017
23257,34,Female,Race unspecified,Greensboro,NC,36.1299981,-79.8541174,Vehicle,No,2017
23258,44,Male,European-American/White,Garden City,IN,39.1653284,-85.9231132,Gunshot,No,2017
23259,46,Male,European-American/White,Belmont,NH,43.5014782,-71.4612416,Gunshot,No,2017
23260,29,Female,European-American/White,Greensboro,NC,36.1299981,-79.8541174,Vehicle,No,2017
23261,32,Female,European-American/White,Greensboro,NC,36.1299981,-79.8541174,Vehicle,No,2017
23262,34,Male,Hispanic/Latino,Olathe,KS,38.8787047,-94.7510438,Medical emergency,No,2017
23263,27,Male,African-American/Black,Burlington,IA,40.8048611,-91.1070689,Gunshot,No,2017
23264,29,Male,African-American/Black,Greenfield,MA,42.5950397,-72.5927786,Vehicle,No,2017
23265,41,Male,European-American/White,Seward,AK,60.1261826,-149.4355157,Gunshot,Unknown,2017
23266,26,Male,European-American/White,Fort Collins,CO,40.6114615,-105.076732,Gunshot,No,2017
23267,33,Male,European-American/White,Parkton,NC,34.8979791,-79.0195048,Gunshot,Unknown,2017
23268,34,Male,European-American/White,Washington,PA,40.1936019,-80.2919082,Gunshot,Yes,2017
23269,49,Female,European-American/White,Ellwood City,PA,40.8579452,-80.2883661,Gunshot,No,2017
23270,38,Male,European-American/White,St. Louis,MO,38.5693992,-90.3109577,Gunshot,No,2017
23271,24,Male,Hispanic/Latino,Miami,FL,25.8461287,-80.25452,Gunshot,No,2017
23274,22,Male,African-American/Black,West Monroe,LA,32.4501399,-92.196745,Gunshot,No,2017
23275,59,Male,European-American/White,Lebanon,ME,43.362717,-70.9412158,Gunshot,Yes,2017
23276,23,Female,Race unspecified,Kansas City,KS,39.1286025,-94.7977022,Vehicle,No,2017
23277,27,Male,Race unspecified,Kansas City,KS,39.1286025,-94.7977022,Vehicle,No,2017
23278,51,Male,African-American/Black,Chesapeake,VA,36.6595329,-76.26362,Vehicle,No,2017
23279,40,Male,European-American/White,Jefferson City,MO,38.5707001,-92.174724,Gunshot,No,2017
23280,37,Male,African-American/Black,Thomasville,GA,30.892949,-83.975787,Gunshot,Yes,2017
23281,34,Male,European-American/White,Spokane,WA,47.6991272,-117.4456799,Gunshot,No,2017
23282,67,Male,European-American/White,Mesa,AZ,33.4244482,-111.8613284,Gunshot,Unknown,2017
23283,48,Female,Hispanic/Latino,Canandaigua,NY,42.8763332,-77.2691479,Gunshot,Unknown,2017
23284,28,Male,Asian/Pacific Islander,St. Paul,MN,44.9553271,-93.055777,Gunshot,Drug or alcohol use,2017
23285,35,Male,European-American/White,Hiram,GA,33.862073,-84.772226,Gunshot,No,2017
23286,40,Male,European-American/White,Leeds,AL,33.5353841,-86.5772507,Gunshot,No,2017
23287,57,Male,European-American/White,Hazel Green,AL,34.9055619,-86.5624208,Gunshot,No,2017
23288,29,Male,Hispanic/Latino,Garden City,KS,37.9716898,-100.8726618,Gunshot,Yes,2017
23289,31,Male,Hispanic/Latino,Brownsville,TX,25.9085132,-97.5091142,Gunshot,No,2017
23291,51,Male,European-American/White,Golden,CO,39.7761993,-105.1746776,Gunshot,No,2017
23292,47,Male,European-American/White,Perryopolis,PA,40.0886906,-79.753372,Gunshot,Yes,2017
23293,42,Male,European-American/White,Sun City,KS,37.3790867,-98.9181125,Other,No,2017
23294,57,Male,European-American/White,Ocean City,MD,38.3962072,-75.0626776,Vehicle,No,2017
23295,52,Male,Hispanic/Latino,Miami,FL,25.7936519,-80.2396456,Gunshot,No,2017
23296,28,Male,Hispanic/Latino,Duarte,CA,34.1427679,-117.93771,Gunshot,No,2017
23297,35,Male,Race unspecified,Orlando,FL,28.5130009,-81.3343061,Gunshot,No,2017
23298,28,Male,African-American/Black,Little Rock,AR,34.7663247,-92.3406525,Gunshot,Drug or alcohol use,2017
23299,21,Male,African-American/Black,Broadview Heights,OH,41.3467386,-81.6492079,Vehicle,No,2017
23300,22,Male,African-American/Black,Broadview Heights,OH,41.3467386,-81.6492079,Vehicle,No,2017
23301,25,Male,European-American/White,Charleston,WV,38.3495169,-81.629951,Gunshot,No,2017
23302,61,Male,Race unspecified,St. Louis,MO,38.6277522,-90.2932059,Tasered,No,2017
23303,34,Female,Hispanic/Latino,Mesa,AZ,33.3787,-111.8487502,Gunshot,Yes,2017
23304,22,Female,African-American/Black,Miami Beach,FL,25.7828557,-80.1312391,Gunshot,No,2017
23305,24,Male,African-American/Black,Louisville,KY,38.1569799,-85.7053041,Gunshot,No,2017
23306,46,Male,European-American/White,Lakeside,AZ,34.154803,-109.9749218,Gunshot,Drug or alcohol use,2017
23307,36,Female,European-American/White,Springfield,AR,35.3087159,-92.599283,Tasered,No,2017
23308,58,Male,Hispanic/Latino,San Fernando,CA,34.2869982,-118.4428689,Gunshot,No,2017
23310,19,Male,African-American/Black,Detroit,MI,42.4048313,-82.9780138,Vehicle,No,2017
23311,16,Male,African-American/Black,Houston,TX,29.754148,-95.5239129,Vehicle,No,2017
23312,56,Male,Race unspecified,Dallas,TX,32.87904,-96.754698,Gunshot,No,2017
23313,55,Male,European-American/White,Rochester,WA,46.8142844,-123.154282,Gunshot,Yes,2017
23314,61,Male,European-American/White,Biloxi,MS,30.4376816,-88.9594047,Gunshot,No,2017
23315,43,Male,European-American/White,Marana,AZ,32.3510223,-111.0983646,Gunshot,No,2017
23316,44,Male,Hispanic/Latino,Trinidad,CO,37.1234734,-104.7636197,Gunshot,No,2017
23317,35,Male,African-American/Black,Birmingham,AL,33.4451937,-86.8288766,Gunshot,No,2017
23318,22,Male,African-American/Black,Rocky Mount,NC,35.8644305,-77.8413494,Vehicle,No,2017
23319,1,Female,African-American/Black,Baton Rouge,LA,30.4574918,-91.0992353,Vehicle,No,2017
23320,1,Female,African-American/Black,Baton Rouge,LA,30.4575502,-91.0991238,Vehicle,No,2017
23321,39,Male,European-American/White,Killeen,TX,30.92831,-97.787582,Gunshot,Yes,2017
23322,30,Male,European-American/White,Port Richey,FL,28.3258002,-82.6840102,Gunshot,Yes,2017
23323,16,Male,European-American/White,Melbourne,FL,28.073133,-80.65478,Gunshot,Unknown,2017
23324,29,Male,European-American/White,Flagstaff,AZ,35.1999722,-111.6149999,Gunshot,No,2017
23325,42,Male,African-American/Black,Charlottesville,VA,38.023876,-78.455313,Gunshot,No,2017
23326,25,Male,European-American/White,Olivehurst,CA,39.0764384,-121.5363047,Gunshot,No,2017
23327,34,Male,European-American/White,San Marcos,CA,33.1359921,-117.1768423,Tasered,Yes,2017
23328,57,Male,European-American/White,Monticello,KY,36.7929659,-84.9186592,Gunshot,No,2017
23329,44,Male,Hispanic/Latino,Torrance,CA,33.8252898,-118.3490223,Gunshot,Drug or alcohol use,2017
23330,20,Male,African-American/Black,Baltimore,MD,39.3566762,-76.5571677,Gunshot,No,2017
23331,28,Female,African-American/Black,Athens,GA,33.9552975,-83.4152915,Gunshot,No,2017
23332,32,Male,European-American/White,Simpsonville,SC,34.7527058,-82.2452472,Gunshot,No,2017
23333,31,Male,European-American/White,Kingwood,TX,30.050435,-95.2396237,Gunshot,No,2017
23334,34,Male,Hispanic/Latino,Tucson,AZ,32.3445547,-111.1994233,Gunshot,No,2017
23336,24,Male,African-American/Black,Hampton,VA,36.994851,-76.3933044,Gunshot,No,2017
23337,23,Male,Race unspecified,Parker,CO,39.44107,-104.771206,Burned/Smoke inhalation,Unknown,2017
23338,37,Male,European-American/White,Morristown,TN,36.20288,-83.391277,Vehicle,Drug or alcohol use,2017
23339,18,Male,Hispanic/Latino,Atwater,CA,37.3621666,-120.6139244,Gunshot,Unknown,2017
23340,35,Male,European-American/White,Tucson,AZ,32.2518985,-110.8251755,Gunshot,No,2017
23341,33,Male,European-American/White,St Paul,MN,44.9490719,-93.0775737,Fell from a height,No,2017
23342,38,Male,European-American/White,Birmingham,AL,33.5955474,-86.7001593,Gunshot,No,2017
23343,34,Male,European-American/White,Clearwater,FL,27.9570917,-82.7471863,Gunshot,Yes,2017
23344,26,Male,European-American/White,Kings Mountain,NC,35.2455246,-81.3307909,Gunshot,No,2017
23345,23,Male,Hispanic/Latino,Covington,KY,39.0841493,-84.5128739,Gunshot,No,2017
23346,42,Male,African-American/Black,Mansura,LA,31.0956427,-92.0625395,Asphyxiated/Restrained,No,2017
23347,23,Male,African-American/Black,Moraine,OH,39.6991988,-84.2471294,Gunshot,No,2017
23348,55,Male,African-American/Black,Corpus Christi,TX,27.8024497,-97.4179113,Gunshot,No,2017
23349,23,Male,African-American/Black,Tampa,FL,28.0326302,-82.4264093,Vehicle,No,2017
23350,47,Male,European-American/White,Shaler,PA,40.499153,-79.979038,Vehicle,No,2017
23351,30,Male,European-American/White,Muldrow,OK,35.4019404,-94.6050865,Gunshot,No,2017
23352,54,Male,Race unspecified,Houston,TX,29.85147,-95.4737789,Gunshot,No,2017
23354,23,Male,African-American/Black,Albuquerque,NM,35.1088496,-106.5330002,Vehicle,No,2017
23355,28,Male,African-American/Black,White Plains,MD,38.5956183,-76.9365728,Vehicle,No,2017
23356,37,Male,European-American/White,Girard,OH,41.1454725,-80.683557,Gunshot,No,2017
23357,32,Male,European-American/White,Boise,ID,43.6538589,-116.2283536,Gunshot,No,2017
23358,24,Male,European-American/White,White Plains,MD,38.5956183,-76.9365728,Vehicle,No,2017
23359,24,Male,European-American/White,White Plains,MD,38.5956183,-76.9365728,Vehicle,No,2017
23360,44,Male,Hispanic/Latino,Cloverdale,CA,38.799717,-123.0166377,Gunshot,No,2017
23362,25,Female,European-American/White,St. Joseph,MO,39.7476155,-94.8481347,Gunshot,No,2017
23363,27,Male,Hispanic/Latino,Modesto,CA,37.6008958,-121.0116273,Gunshot,No,2017
23364,43,Male,Native American/Alaskan,Sparks,NV,39.5487932,-119.7713302,Gunshot,No,2017
23365,30,Male,Native American/Alaskan,Crandon,WI,45.5712085,-88.8994789,Gunshot,No,2017
23366,20,Male,African-American/Black,Baltimore,MD,39.3314866,-76.5569693,Gunshot,No,2017
23367,31,Female,European-American/White,Shelbyville,KY,38.1906144,-85.2187876,Gunshot,Yes,2017
23368,35,Male,Hispanic/Latino,Lodi,CA,38.1456678,-121.2763458,Gunshot,No,2017
23369,35,Male,Native American/Alaskan,Fort Yates,ND,46.0854189,-100.66951,Gunshot,No,2017
23370,25,Male,European-American/White,Norwich,CT,41.5299606,-72.0594816,Gunshot,No,2017
23371,37,Male,European-American/White,Nanticoke,PA,41.222029,-76.020779,Gunshot,No,2017
23372,52,Male,European-American/White,Cleveland,OH,41.4527443,-81.8129545,Gunshot,No,2017
23373,34,Male,Hispanic/Latino,Bellaire,TX,29.7059672,-95.478075,Gunshot,No,2017
23374,33,Male,African-American/Black,Cleveland,OH,41.5207937,-81.6223765,Gunshot,No,2017
23375,33,Male,African-American/Black,St. Petersburg,FL,27.7640815,-82.6732844,Gunshot,No,2017
23376,43,Male,Hispanic/Latino,Salt Lake City,UT,40.7761386,-111.9393622,Gunshot,No,2017
23377,34,Male,European-American/White,Horseheads,NY,42.1475001,-76.8093728,Gunshot,No,2017
23378,32,Male,European-American/White,Fairhope,AL,30.5236281,-87.676615,Gunshot,No,2017
23379,47,Male,African-American/Black,Indiantown,FL,27.02381,-80.4858039,Gunshot,No,2017
23380,53,Male,African-American/Black,Fort Wayne,IN,41.026826,-85.09709,Gunshot,No,2017
23381,46,Male,European-American/White,Erie,PA,42.1355687,-80.0786197,Gunshot,No,2017
23382,17,Male,Hispanic/Latino,Grand Ronde,OR,45.0615793,-123.572192,Gunshot,No,2017
23383,40,Male,Hispanic/Latino,Greeley,CO,40.4337839,-104.7224767,Gunshot,No,2017
23384,27,Male,Native American/Alaskan,Black River Falls,WI,44.2946833,-90.8515311,Gunshot,No,2017
23385,46,Male,African-American/Black,Senatobia,MS,34.6178048,-89.9510857,Gunshot,No,2017
23386,23,Male,African-American/Black,King of Prussia,PA,40.0853373,-75.3962738,Gunshot,No,2017
23387,50,Male,European-American/White,Englewood,CO,39.5798529,-104.8377505,Gunshot,No,2017
23388,41,Male,European-American/White,New Castle,IN,39.9299403,-85.3737805,Gunshot,No,2017
23389,19,Male,African-American/Black,Newark,NJ,40.741235,-74.196553,Gunshot,No,2017
23390,21,Male,African-American/Black,Newark,NJ,40.741235,-74.196553,Gunshot,No,2017
23391,33,Male,Native American/Alaskan,Federal Way,WA,47.3190709,-122.3128484,Gunshot,No,2017
23393,22,Male,African-American/Black,Arlington,TX,32.658938,-97.175517,Gunshot,No,2017
23394,27,Male,African-American/Black,Riverside,CA,33.9377703,-117.3430497,Gunshot,Unknown,2017
23395,37,Female,European-American/White,Las Cruces,NM,32.2844,-106.847,Gunshot,Unknown,2017
23396,31,Male,European-American/White,Livingston,TN,36.410843,-85.341187,Gunshot,No,2017
23397,25,Male,Hispanic/Latino,Sunnyvale,CA,37.3965713,-122.0145895,Gunshot,No,2017
23398,28,Male,European-American/White,Pippa Passes,KY,37.3583245,-82.8473958,Gunshot,No,2017
23399,27,Male,European-American/White,Anniston,AL,33.689856,-85.8378435,Gunshot,No,2017
23400,71,Male,European-American/White,Lakeland,FL,28.088839,-81.9641311,Gunshot,Unknown,2017
23401,31,Male,European-American/White,Spencer,IN,39.3578153,-86.7637749,Gunshot,No,2017
23402,56,Male,European-American/White,North Highlands,CA,38.66362,-121.3706766,Gunshot,Yes,2017
23403,30,Female,European-American/White,Judsonia,AR,35.2896998,-91.6584393,Vehicle,No,2017
23405,15,Male,Race unspecified,Dolton,IL,41.6225987,-87.6075079,Vehicle,No,2017
23406,39,Male,European-American/White,Ohatchee,AL,33.731937,-86.0549055,Gunshot,No,2017
23407,44,Male,Race unspecified,Batesville,AR,35.7714838,-91.6307436,Gunshot,No,2017
23408,53,Male,European-American/White,Port Orange,FL,29.119946,-81.023407,Gunshot,No,2017
23409,43,Male,Race unspecified,El Paso,TX,31.8086762,-106.446821,Gunshot,No,2017
23410,37,Male,Hispanic/Latino,College Park,MD,39.0171012,-76.9336175,Vehicle,No,2017
23412,20,Male,African-American/Black,Bakersfield,CA,35.325563,-119.022488,Gunshot,No,2017
23413,24,Male,African-American/Black,Columbus,MS,33.4964083,-88.4067609,Gunshot,No,2017
23414,56,Male,Asian/Pacific Islander,Clarksville,AR,35.4697529,-93.485132,Gunshot,No,2017
23415,27,Male,Race unspecified,Phoenix,AZ,33.5964028,-112.1200898,Gunshot,Unknown,2017
23416,35,Male,European-American/White,Parker,CO,39.5218941,-104.7760076,Gunshot,No,2017
23417,25,Male,Race unspecified,Franklin,WI,42.924828,-87.9542635,Drowned,No,2017
23418,30,Male,Native American/Alaskan,Billings,MT,45.754251,-108.5799891,Gunshot,Drug or alcohol use,2017
23419,49,Male,African-American/Black,Rockford,IL,42.2635702,-89.0248896,Gunshot,No,2017
23420,35,Male,European-American/White,Meridian,MS,32.3945802,-88.7051836,Gunshot,Unknown,2017
23421,31,Female,Hispanic/Latino,Ruidoso,NM,33.3670391,-105.6473577,Gunshot,No,2017
23422,54,Female,European-American/White,Lynchburg,VA,37.3904657,-79.1450751,Gunshot,Yes,2017
23423,52,Male,European-American/White,Lindsay,OK,34.8553963,-97.6544631,Burned/Smoke inhalation,Yes,2017
23424,48,Male,European-American/White,Barstow,CA,34.8965088,-117.0176609,Gunshot,No,2017
23425,38,Female,Race unspecified,Phoenix,AZ,33.6252817,-112.1159456,Vehicle,No,2017
23426,12,Female,Hispanic/Latino,Phoenix,AZ,33.6252817,-112.1159456,Vehicle,No,2017
23427,14,Female,Hispanic/Latino,Phoenix,AZ,33.6252817,-112.1159456,Vehicle,No,2017
23428,35,Male,African-American/Black,Las Vegas,NV,36.1118613,-115.2525418,Gunshot,No,2017
23429,27,Male,African-American/Black,Linden,PA,41.2182093,-77.2109893,Gunshot,No,2017
23430,32,Female,European-American/White,Marietta,GA,33.971466,-84.478506,Gunshot,Yes,2017
23431,30,Male,European-American/White,Forest Park,GA,33.625824,-84.3589112,Gunshot,No,2017
23432,57,Male,European-American/White,Port St. Lucie,FL,27.2105721,-80.3800316,Gunshot,Drug or alcohol use,2017
23433,32,Male,European-American/White,Clinton,TN,36.1133518,-84.1197121,Gunshot,No,2017
23434,32,Male,European-American/White,Cincinnati,OH,39.1033078,-84.514692,Gunshot,No,2017
23435,31,Male,European-American/White,Roanoke,VA,37.2989102,-79.9321264,Gunshot,No,2017
23436,14,Male,Native American/Alaskan,Ashland,WI,46.5977548,-90.6502205,Gunshot,No,2017
23437,25,Male,African-American/Black,Salisbury,NC,35.666849,-80.4982386,Gunshot,No,2017
23438,23,Female,European-American/White,Flatwoods,KY,38.5183044,-82.7274629,Gunshot,No,2017
23439,35,Male,European-American/White,Philadelphia,MS,32.863132,-89.114939,Gunshot,No,2017
23440,58,Male,European-American/White,Kingsport,TN,36.5429017,-82.5905796,Gunshot,Yes,2017
23441,32,Male,European-American/White,Providence,RI,41.8263951,-71.4181737,Gunshot,No,2017
23442,27,Male,European-American/White,Flatwoods,KY,38.5183044,-82.7274629,Gunshot,No,2017
23443,54,Male,European-American/White,West Haven,CT,41.2769677,-72.9768137,Vehicle,No,2017
23444,25,Male,African-American/Black,Denver,CO,39.7436115,-104.9925143,Gunshot,No,2017
